ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,IAP,ODS,_4WD,BCM,HUD,DATC,MDPS,AAF_Tester,AEMC,SMK,_4WD,EPB,CUBIS,MTS,TMU,EVP,CGW,TPMS,LPI,DI_BOX,SPAS,EMS,LCA,TCU,IBOX,FATC,AFLS,FPCM,SCC,AHLS,AVM,ABS,SNV,OPI,PGS,SAS,AAF,Dummy,LDWS_LKAS,LVR,ESC,PSB,CLU,ECS,ACU,REA,Value,Name / Phys. Range,Function / Increment Unit
112h,TCU12,,,,2,6,CF_Tcu_ChkSum,,2,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,r,,,,,,,,,,,,r,,,,,,,0.0..3.0
112h,TCU12,,,,3,0,VS_TCU,,8,,,i,u,,,,r,,r,,,,r,,,,,,,,,,,,r,r,s,r,,,,,,,,r,,r,,,,,r,,,r,,,,,0.0..254.0,km/h
112h,TCU12,,,,4,4,FUEL_CUT_TCU,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..1.0
112h,TCU12,,,,4,5,INH_FUEL_CUT,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..1.0
112h,TCU12,,,,4,6,IDLE_UP_TCU,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..1.0
112h,TCU12,,,,4,7,N_INC_TCU,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..1.0
112h,TCU12,,,,5,0,SPK_RTD_TCU,,8,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,-15.0..15.0,0.375
112h,TCU12,,,,6,0,N_TC_RAW,,16,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..16383.5,0.25  rpm
112h,TCU12,,,,8,0,VS_TCU_DECIMAL,,8,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,r,s,r,,,,,,,,,,,,,,,,,,r,,,,,0.0..0.9921875,0.0078125  km/h
113h,TCU13,,,,1,0,N_TGT_LUP,,8,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,500.0..3040.0,10  rpm
113h,TCU13,,,,2,0,SLOPE_TCU,,6,,,i,u,,,,,,,,,,,,,r,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,r,,,,,-16.0..15.5,0.5  %
113h,TCU13,,,,2,6,CF_Tcu_InhCda,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..1.0
113h,TCU13,,,,2,7,CF_Tcu_IsgInhib,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..1.0
113h,TCU13,,,,3,0,CF_Tcu_BkeOnReq,,2,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..3.0
113h,TCU13,,,,3,2,CF_Tcu_NCStat,,2,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..3.0
113h,TCU13,,,,3,4,CF_Tcu_TarGr,,4,,,i,u,,,r,,,r,,,,,r,r,,,,,,,,,,r,,s,r,,,,r,,,,,,,,,,,,r,,r,,,,,0.0..15.0
113h,TCU13,,,,4,0,CF_Tcu_ShfPatt,,4,,,i,u,,,,,,,,,,,,,r,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,r,,,,,0.0..15.0
113h,TCU13,,,,4,4,CF_Tcu_InhVis,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,r,,s,r,,,,,,,,,,,,,,,,,,,,,,,0.0..1.0
113h,TCU13,,,,4,5,CF_Tcu_PRelReq,,1,,,i,u,,,,,,,,,,,,,,,,,,,,,,,,s,r,,,,,,,,,,,,,,,r,,,,,,,,0.0..1.0
